Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,2777,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-08-02 16:20:43,2023-08-04 16:20:43,2023-08-02 17:20:43,2023-08-02 17:00:49.988,Within SLA,2023-08-04 08:57:40.906,Within SLA,,1.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2778,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-02 15:53:02,2023-08-04 15:53:02,2023-08-02 16:53:02,2023-08-02 16:32:43.303,Within SLA,2023-08-08 10:26:15.697,SLA Violated,,7.0,,Other,Tier 1,Italy,43.036776,12.678565
In progress,2779,Medium,Phone,Product setup,1st line support,Connor Danielovitch,2023-08-03 22:39:29,2023-08-05 22:39:29,2023-08-03 22:41:29,2023-08-03 22:42:30.623,SLA Violated,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,2781,High,Chat,Bug report,2nd line support,Michele Whyatt,2023-08-03 00:14:42,2023-08-04 00:14:42,2023-08-03 00:16:42,2023-08-03 00:15:21.620,Within SLA,2023-08-07 19:15:29.176,SLA Violated,,6.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
Resolved,2782,High,Phone,Product setup,2nd line support,Adolpho Messingham,2023-08-03 15:31:59,2023-08-05 15:31:59,2023-08-03 15:33:59,2023-08-03 15:32:07.635,Within SLA,2023-08-04 22:51:02.290,Within SLA,,1.0,,Custom software development,Tier 2,France,48.864716,2.349014
Resolved,2783,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-03 14:52:35,2023-08-05 14:52:35,2023-08-03 15:52:35,2023-08-03 15:34:40.652,Within SLA,2023-08-04 04:16:17.865,Within SLA,,1.0,,Custom software development,Tier 1,France,48.864716,2.349014
In progress,2786,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-08-03 21:33:45,2023-08-04 21:33:45,2023-08-03 21:35:45,2023-08-03 21:35:04.572,Within SLA,,SLA Violated,,60.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2787,Low,Phone,Feature request,1st line support,Nicola Wane,2023-08-04 12:43:41,2023-08-06 12:43:41,2023-08-04 12:45:41,2023-08-04 12:44:01.169,Within SLA,2023-08-07 02:10:39.293,SLA Violated,,1.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
In progress,2789,High,Email,Product setup,1st line support,Sheela Cutten,2023-08-04 18:15:36,2023-08-06 18:15:36,2023-08-04 19:15:36,2023-08-04 18:50:58.022,Within SLA,,SLA Violated,,6.0,,Other,Tier 1,Greece,39.368279,21.863141
Resolved,2791,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-04 01:50:35,2023-08-06 01:50:35,2023-08-04 02:50:35,2023-08-04 01:55:05.595,Within SLA,2023-08-05 20:31:49.994,Within SLA,,4.0,,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Resolved,2807,High,Email,Other,1st line support,Connor Danielovitch,2023-08-06 12:50:33,2023-08-08 12:50:33,2023-08-06 13:50:33,2023-08-06 13:17:36.041,Within SLA,2023-08-07 15:01:37.257,Within SLA,,1.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2808,High,Email,Bug report,1st line support,Connor Danielovitch,2023-08-06 10:37:40,2023-08-08 10:37:40,2023-08-06 11:37:40,2023-08-06 11:23:39.220,Within SLA,2023-08-11 17:38:25.158,SLA Violated,,10.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2812,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-07 12:46:44,2023-08-09 12:46:44,2023-08-07 13:46:44,2023-08-07 19:12:47.340,SLA Violated,2023-08-07 20:36:58.301,Within SLA,,1.0,,Other,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,2813,Low,Email,Bug report,2nd line support,Michele Whyatt,2023-08-07 11:15:32,2023-08-09 11:15:32,2023-08-07 12:15:32,2023-08-07 11:23:32.077,Within SLA,,SLA Violated,,10.0,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2814,Low,Email,Training request,1st line support,Kristos Westoll,2023-08-07 19:44:12,2023-08-09 19:44:12,2023-08-07 20:44:12,2023-08-07 20:37:17.619,Within SLA,2023-08-09 03:49:20.704,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
In progress,2816,Medium,Chat,Bug report,1st line support,Sheela Cutten,2023-08-07 15:10:55,2023-08-08 15:10:55,2023-08-07 15:12:55,2023-08-07 15:13:07.918,SLA Violated,,SLA Violated,,6.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2819,Low,Phone,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-08 21:09:26,2023-08-10 21:09:26,2023-08-08 21:11:26,2023-08-08 21:11:16.387,Within SLA,2023-08-10 18:00:32.120,Within SLA,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,2820,Medium,Chat,Other,1st line support,Bernard Beckley,2023-08-08 22:35:28,2023-08-09 22:35:28,2023-08-08 22:37:28,2023-08-08 22:37:01.764,Within SLA,2023-08-09 16:47:07.458,Within SLA,,6.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,2825,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-08-09 20:32:09,2023-08-10 20:32:09,2023-08-09 20:34:09,2023-08-09 20:32:35.264,Within SLA,2023-08-09 23:05:15.032,Within SLA,,8.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,2826,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-09 08:55:35,2023-08-11 08:55:35,2023-08-09 09:55:35,2023-08-09 09:13:25.568,Within SLA,,SLA Violated,,3.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2827,High,Email,Bug report,1st line support,Bernard Beckley,2023-08-09 11:05:57,2023-08-11 11:05:57,2023-08-09 12:05:57,2023-08-09 12:04:39.099,Within SLA,2023-08-13 11:52:57.960,SLA Violated,,2.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,2829,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-08-09 06:58:57,2023-08-10 06:58:57,2023-08-09 07:00:57,2023-08-09 06:59:10.987,Within SLA,2023-08-09 19:11:32.256,Within SLA,,6.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,2831,High,Chat,Bug report,2nd line support,Adolpho Messingham,2023-08-09 17:11:17,2023-08-10 17:11:17,2023-08-09 17:13:17,2023-08-09 17:11:58.279,Within SLA,2023-08-10 08:53:19.812,Within SLA,,6.0,,Custom software development,Tier 2,Bulgaria,42.7249925,25.4833039
In progress,2832,Low,Email,Bug report,2nd line support,Heather Urry,2023-08-09 03:50:28,2023-08-11 03:50:28,2023-08-09 04:50:28,2023-08-09 04:21:26.422,Within SLA,,SLA Violated,,10.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
In progress,2835,High,Email,Other,2nd line support,Adolpho Messingham,2023-08-10 20:17:52,2023-08-12 20:17:52,2023-08-10 21:17:52,2023-08-10 20:19:33.448,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Resolved,2837,Medium,Email,Pricing and Licensing,1st line support,Kristos Westoll,2023-08-11 16:51:17,2023-08-13 16:51:17,2023-08-11 17:51:17,2023-08-11 17:49:36.705,Within SLA,2023-08-12 17:03:52.157,Within SLA,,5.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,2843,Medium,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-12 04:28:51,2023-08-14 04:28:51,2023-08-12 05:28:51,2023-08-12 05:20:19.198,Within SLA,,SLA Violated,,10.0,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
In progress,2845,Low,Phone,Feature request,1st line support,Sheela Cutten,2023-08-12 01:08:42,2023-08-14 01:08:42,2023-08-12 01:10:42,2023-08-12 01:13:15.200,SLA Violated,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2860,Medium,Chat,Other,1st line support,Nicola Wane,2023-08-14 16:34:25,2023-08-15 16:34:25,2023-08-14 16:36:25,2023-08-14 16:36:07.213,Within SLA,2023-08-18 10:45:01.225,SLA Violated,,6.0,,Other,Tier 1,Austria,47.6964719,13.3457347
Resolved,2861,Low,Email,Other,1st line support,Sheela Cutten,2023-08-14 12:56:01,2023-08-16 12:56:01,2023-08-14 13:56:01,2023-08-14 16:01:13.672,SLA Violated,2023-08-14 16:32:03.993,Within SLA,,1.0,,Other,Tier 1,Slovenia,46.1491664,14.9860106
In progress,2862,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-08-14 02:02:34,2023-08-16 02:02:34,2023-08-14 03:02:34,2023-08-14 02:26:40.443,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2864,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-14 16:03:00,2023-08-16 16:03:00,2023-08-14 16:05:00,2023-08-14 16:04:58.417,Within SLA,2023-08-19 22:24:46.782,SLA Violated,,6.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
In progress,2867,Low,Phone,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-15 19:42:47,2023-08-17 19:42:47,2023-08-15 19:44:47,2023-08-15 19:43:26.512,Within SLA,,SLA Violated,,3.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,2868,Low,Email,Training request,1st line support,Kristos Westoll,2023-08-15 22:59:05,2023-08-17 22:59:05,2023-08-15 23:59:05,2023-08-15 23:01:17.303,Within SLA,2023-08-17 15:56:14.956,Within SLA,,10.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,2869,Low,Email,Other,1st line support,Kristos Westoll,2023-08-15 06:18:13,2023-08-17 06:18:13,2023-08-15 07:18:13,2023-08-15 06:57:30.475,Within SLA,2023-08-16 01:18:44.733,Within SLA,,3.0,,Other,Tier 1,Italy,43.036776,12.678565
In progress,2872,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-08-15 21:39:32,2023-08-17 21:39:32,2023-08-15 22:39:32,2023-08-16 03:00:33.779,SLA Violated,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
In progress,2874,Medium,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-15 02:20:17,2023-08-17 02:20:17,2023-08-15 02:22:17,2023-08-15 02:21:49.921,Within SLA,,SLA Violated,,7.0,,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639
Resolved,2875,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-15 06:57:33,2023-08-16 06:57:33,2023-08-15 06:59:33,2023-08-15 06:58:38.259,Within SLA,2023-08-15 10:55:01.184,Within SLA,,5.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2877,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-15 22:21:29,2023-08-17 22:21:29,2023-08-15 23:21:29,2023-08-15 23:08:49.061,Within SLA,2023-08-21 15:04:31.493,SLA Violated,,1.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,2883,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-16 02:17:56,2023-08-18 02:17:56,2023-08-16 03:17:56,2023-08-16 02:39:56.615,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,2885,Medium,Email,Bug report,2nd line support,Michele Whyatt,2023-08-16 03:47:10,2023-08-18 03:47:10,2023-08-16 04:47:10,2023-08-16 04:30:31.019,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,2886,Low,Chat,Bug report,2nd line support,Heather Urry,2023-08-16 16:29:03,2023-08-17 16:29:03,2023-08-16 16:31:03,2023-08-16 16:30:12.126,Within SLA,2023-08-16 18:16:42.271,Within SLA,,5.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
In progress,2888,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-17 10:40:47,2023-08-18 10:40:47,2023-08-17 10:42:47,2023-08-17 10:41:37.941,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,2889,Low,Chat,Feature request,1st line support,Nicola Wane,2023-08-17 15:50:32,2023-08-18 15:50:32,2023-08-17 15:52:32,2023-08-17 15:50:59.959,Within SLA,,SLA Violated,,4.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
In progress,2890,Low,Chat,Pricing and Licensing,1st line support,Kristos Westoll,2023-08-17 07:17:22,2023-08-18 07:17:22,2023-08-17 07:19:22,2023-08-17 07:18:25.921,Within SLA,,SLA Violated,,9.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,2893,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-18 02:50:04,2023-08-20 02:50:04,2023-08-18 03:50:04,2023-08-18 05:36:33.206,SLA Violated,2023-08-18 14:29:52.958,Within SLA,,6.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,2894,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-08-18 22:39:00,2023-08-20 22:39:00,2023-08-18 23:39:00,2023-08-18 23:08:04.238,Within SLA,2023-08-19 00:54:55.013,Within SLA,,1.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,2896,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-18 20:57:09,2023-08-20 20:57:09,2023-08-18 21:57:09,2023-08-18 21:06:05.529,Within SLA,2023-08-19 16:28:03.542,Within SLA,,1.0,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2897,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-18 23:15:59,2023-08-19 23:15:59,2023-08-18 23:17:59,2023-08-18 23:16:03.935,Within SLA,2023-08-19 14:45:30.993,Within SLA,,5.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,2900,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-19 15:51:41,2023-08-21 15:51:41,2023-08-19 16:51:41,2023-08-19 16:21:54.913,Within SLA,2023-08-21 13:15:50.871,Within SLA,,10.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,2912,Medium,Email,Other,1st line support,Nicola Wane,2023-08-20 00:54:54,2023-08-22 00:54:54,2023-08-20 01:54:54,2023-08-20 01:42:09.127,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,2915,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-08-21 10:03:05,2023-08-23 10:03:05,2023-08-21 11:03:05,2023-08-21 10:29:22.010,Within SLA,2023-08-22 06:06:49.552,Within SLA,,6.0,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Open,2917,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-08-21 03:01:38,2023-08-23 03:01:38,2023-08-21 04:01:38,,SLA Violated,,SLA Violated,,,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,2921,High,Email,Feature request,1st line support,Connor Danielovitch,2023-08-21 07:26:33,2023-08-23 07:26:33,2023-08-21 08:26:33,2023-08-21 07:55:48.047,Within SLA,,SLA Violated,,4.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,2922,Medium,Chat,Training request,1st line support,Bernard Beckley,2023-08-21 07:51:18,2023-08-22 07:51:18,2023-08-21 07:53:18,2023-08-21 07:53:12.996,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,2923,High,Email,Other,1st line support,Kristos Westoll,2023-08-22 04:27:03,2023-08-24 04:27:03,2023-08-22 05:27:03,2023-08-22 05:06:17.036,Within SLA,2023-08-23 06:39:22.044,Within SLA,,9.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2924,High,Email,Product setup,2nd line support,Michele Whyatt,2023-08-22 19:29:31,2023-08-24 19:29:31,2023-08-22 20:29:31,2023-08-22 19:56:24.455,Within SLA,2023-08-24 06:07:35.302,Within SLA,,7.0,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2926,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-08-22 13:47:01,2023-08-24 13:47:01,2023-08-22 14:47:01,2023-08-22 14:33:21.624,Within SLA,2023-08-23 00:31:15.670,Within SLA,,1.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,2928,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-22 07:32:33,2023-08-24 07:32:33,2023-08-22 08:32:33,2023-08-22 08:04:05.201,Within SLA,2023-08-24 00:56:03.685,Within SLA,,8.0,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2935,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-08-23 14:28:02,2023-08-24 14:28:02,2023-08-23 14:30:02,2023-08-23 14:28:31.888,Within SLA,2023-08-28 04:44:55.406,SLA Violated,,8.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,2937,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-08-23 12:29:57,2023-08-25 12:29:57,2023-08-23 13:29:57,2023-08-23 13:29:41.591,Within SLA,2023-08-24 00:34:09.625,Within SLA,,9.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,2938,Low,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-08-23 09:04:37,2023-08-24 09:04:37,2023-08-23 09:06:37,2023-08-23 09:06:32.122,Within SLA,2023-08-24 04:20:45.001,Within SLA,,5.0,,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,2939,Low,Email,Feature request,1st line support,Kristos Westoll,2023-08-23 10:00:28,2023-08-25 10:00:28,2023-08-23 11:00:28,2023-08-23 10:31:49.240,Within SLA,2023-08-23 20:05:52.084,Within SLA,,4.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,2940,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-08-23 06:34:06,2023-08-24 06:34:06,2023-08-23 06:36:06,2023-08-23 06:34:34.165,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
In progress,2941,Low,Email,Product setup,1st line support,Kristos Westoll,2023-08-23 02:51:32,2023-08-25 02:51:32,2023-08-23 03:51:32,2023-08-23 04:03:56.107,SLA Violated,,SLA Violated,,8.0,,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Resolved,2942,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-08-23 09:34:18,2023-08-25 09:34:18,2023-08-23 10:34:18,2023-08-23 09:35:52.744,Within SLA,2023-08-28 10:56:13.764,SLA Violated,,1.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,2945,High,Chat,Bug report,1st line support,Connor Danielovitch,2023-08-23 18:56:26,2023-08-24 18:56:26,2023-08-23 18:58:26,2023-08-23 18:57:38.832,Within SLA,2023-08-23 23:23:28.818,Within SLA,,7.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,2949,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-08-24 09:50:49,2023-08-25 09:50:49,2023-08-24 09:52:49,2023-08-24 09:53:13.349,SLA Violated,2023-08-25 17:01:38.404,SLA Violated,,9.0,,Custom software development,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,2951,High,Email,Product setup,1st line support,Nicola Wane,2023-08-24 18:11:52,2023-08-26 18:11:52,2023-08-24 19:11:52,2023-08-24 18:39:53.609,Within SLA,2023-08-28 03:52:44.597,SLA Violated,,8.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
In progress,2953,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-08-24 06:44:24,2023-08-26 06:44:24,2023-08-24 06:46:24,2023-08-24 06:46:05.074,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2955,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-24 04:59:59,2023-08-26 04:59:59,2023-08-24 05:59:59,2023-08-24 05:10:37.528,Within SLA,2023-08-25 10:26:23.620,Within SLA,,9.0,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2959,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,2023-08-25 21:09:36,2023-08-27 21:09:36,2023-08-25 22:09:36,2023-08-25 21:50:24.277,Within SLA,2023-08-26 10:21:36.731,Within SLA,,2.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2960,Low,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-25 20:56:12,2023-08-27 20:56:12,2023-08-25 21:56:12,2023-08-25 21:21:57.539,Within SLA,2023-08-25 22:37:28.356,Within SLA,,9.0,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2961,Low,Email,Product setup,1st line support,Bernard Beckley,2023-08-25 22:55:35,2023-08-27 22:55:35,2023-08-25 23:55:35,2023-08-25 23:18:33.108,Within SLA,2023-08-26 20:02:31.921,Within SLA,,3.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,2962,Low,Chat,Bug report,1st line support,Connor Danielovitch,2023-08-26 01:17:34,2023-08-27 01:17:34,2023-08-26 01:19:34,2023-08-26 01:18:43.553,Within SLA,2023-08-26 15:47:48.576,Within SLA,,9.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,2976,Medium,Chat,Bug report,2nd line support,Heather Urry,2023-08-28 12:32:47,2023-08-29 12:32:47,2023-08-28 12:34:47,2023-08-28 12:34:29.354,Within SLA,,SLA Violated,,8.0,,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Resolved,2977,Low,Phone,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-28 21:46:09,2023-08-30 21:46:09,2023-08-28 21:48:09,2023-08-28 21:47:19.640,Within SLA,2023-08-29 20:48:49.850,Within SLA,,1.0,,Custom software development,Tier 1,France,48.864716,2.349014
